Date Collected,State,blank,blank,Facility_Name,Facility_Type,blank,blank,blank,blank,blank,blank,Resolved_Y_N,blank,Postive_Patients_Desc,blank,blank,blank,blank,blank,blank,blank,Unresolved_Postive_Patients_Desc,blank,blank,blank,blank,blank,blank,blank,Dashboard_Display
20210523,UT,,,Beehive Homes of Washington County #6,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,"Ashford Memory Care, Inc",Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Avalon Care Center - Bountiful,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mervyn Sharp Bennion Central Utah Veterans Home,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunridge Assisted Living Memory Care,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunrise at Holladay,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Life Care Center of Salt Lake City,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,North Canyon Care Center,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Haven at Sky Mountain,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Cascades at Orchard Park,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Provo Assisted Living LLC,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Logan,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Orem Rehabilitation and Nursing Center,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Holladay Healthcare Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Advanced Health Care of Salem,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Courtyard at Jamestown Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Apple Village Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Petersen Farms Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,George E Wahlen Ogden Veterans Home,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Hunter Hollow,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Paramount Health and Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Courtyard at Jamestown Assisted Living,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Orem Rehabilitation and Nursing Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,South Ogden Post Acute,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House of Logan Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Logan,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Spring Creek Healthcare Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,North Canyon Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mt Olympus Rehabilitation Center,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Inn Between,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Covington Senior Living of Lehi,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunridge Assisted Living of Roy,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Woodland Park Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Covington Village,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Crestwood Rehabilitation and Nursing,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Spanish Fork Rehabiliation and Nursing,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Advanced Health Care of St George,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of Provo #2,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Grove Creek Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Spring Gardens of Lindon,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,The Ridge Foothill,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,St Joseph Villa,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Ashford Assisted Living & Memory Care of Springville,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Mervyn Sharp Bennion Central Utah Veterans Home,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Mission at Community Living Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Logan,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Bel Aire Homes,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Golden Living Taylorsville,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Sagewood at Daybreak,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of Herriman,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sandy Health and Rehab,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Hurricane Health and Rehabilitation,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of Provo,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Mission at Alpine Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Fairview Care Center East,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Summerfield Retirement Living Inc,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Assisted Living Resorts of Cedar Hills,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House Assisted Living of South Jordan,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mission at Maple Springs,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Cache Valley Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Richfield Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Aspen Ridge Transitional Rehabilitation,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Heritage Park Healthcare and Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Southgate Senior Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,The Wentworth at the Meadows I,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Whisper Cove Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,George E Wahlen Ogden Veterans Home,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Ridge Cottonwood,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Autumn Care Living Center,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mt Olympus Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sarah Daft Home,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Apple Tree Assisted Living,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Riverton,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Aspen Ridge of Utah Valley,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Laurel Groves Assisted Living Center,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,The Victorian House,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Advanced Health Care of Salem,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Country Life Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Seasons Healthcare and Rehabilitation,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Meadow Brook Rehabilitation and Nursing,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Cottage on Vine,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Aspen Ridge West Transitional Rehab,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy Village of Provo,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of Salt Lake,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Terrace at Mt Ogden,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Red Cliffs Health and Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Avalon Valley Rehabilitation,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Wentworth at Willow Creek,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Medallion Supported Living,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Canyonlands Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Millard County Care and Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy Village Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Spanish Fork Rehabilitation and Nursing,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of West Jordan #1,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Fairfield Village of Layton,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Tophams Tiny Tots Care Center,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Spring Gardens Holladay,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Cascades at Riverwalk,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Cascades at Orchard Park,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Willow Springs,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,"Millcreek Rehabilitation and Nursing, LLC",Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Hunter Hollow,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,"Country Home Assisted Living, Inc",Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Lindon Care and Training Center,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunshine Terrace Foundation,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Chancellor Gardens of Clearfield,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House of Bountiful,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Sandy Health and Rehab,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Cottage Glen,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Mission at Maple Springs,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,"Hidden Valley Assisted Living, LLC",Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Canyon Creek Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of Herriman,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mission at Crescent Senior Living,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunridge Assisted Living Roy,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Lodge at Riverton,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Spring Creek Healthcare Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Brighton House of Riverton,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rosewood Assisted Care,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Grand at Holladay,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunridge Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Southgate Senior Living,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Wentworth at Coventry III Senior Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Garfield County Nursing Home,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Avalon Valley Rehabilitation,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House of Spanish Fork,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House of Park Lane,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Parkway Health Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,The Sheridan at South Jordan,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunridge Assisted Living of Layton,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Heritage Hills Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Heritage Care Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Life Care Center of Bountiful,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,River Meadows Senior Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Our House of Tooele,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Stonehenge of Richfield,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Autumn Care Living Center,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Canyon Breeze Senior Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Maple Springs of North Logan,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Coral Desert Rehabilitation and Care,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of East Millcreek,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Pine View Transitional Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Canyon Rim Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Canyonlands Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House of Logan Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Copper Ridge Health Care,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Spring Gardens of St George,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of Payson,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mt Ogden Health and Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Holladay Healthcare Center,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mt Olympus Rehabilitation Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Grove Creek Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Advanced Health Care of Salem,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Sunrise of Sandy,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Elk Meadows Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Pine View Transitional Rehab,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Paramount Health and Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Inn on Barton Creek,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Stonehenge of Richfield,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Carrington Court,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,The Ridge Foothill,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Rocky Mountain Care - Logan,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Cache Valley Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Summit Senior Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Pioneer Care Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,"Stonehenge of South Jordan, LLC",Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Cascades at Orchard Park,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Avalon Care Center - Bountiful,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Heritage Hills Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Highland Cove Retirement Community,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,"Heritage Gardens of Springville, Utah, LLC",Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House of Taylorsville,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Millard County Care and Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Emery County Care and Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Carrington Court,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Avalon West Health and Rehabilitation,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210523,UT,,,Woodland Park Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,The Wentworth at Draper,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,"Quail Meadows Assisted Living, LLC",Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Bel Aire Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Stonehenge of Cedar City,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Stonehenge of Orem,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Williamsburg Retirement Community,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Medallion Manor Supported Living-Springville,Intermed Care/Intel Disabled,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,West Jordan Care Center,Intermed Care/Intel Disabled,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Cedar Health and Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Beehive Homes of Roy,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Cache Valley Assisted Living,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Mission at Crescent Senior Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Cedarwood at Sandy Assisted Living,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Parkdale Health and Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Advanced Health Care of Salem,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Willow Wood Care Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Highland Glen,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Welcome Home Assisted Living of Bountiful,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Gardens Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy Village Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Sarah Daft Home,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Willow Glen Health and Rehab,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Heritage Park Healthcare and Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Holladay Healthcare Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Whisper Cove Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Cascades at Riverwalk,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Avamere at Mountain Ridge,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Pheasant Run Alzheimer's Special Care Center,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Southern Utah Veterans Home - Ivins,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,Lake Ridge Senior Living - North,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Autumn Care Living Center,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Legacy House of Taylorsville,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Medallion Supported Living - Payson,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210523,UT,,,Alta Ridge - Sandy AL,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Alta Ridge - Sandy MC,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,"Ashford Memory Care, Inc",Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210523,UT,,,Golden Skyline Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210523,UT,,,The Charleston at Cedar Hills,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
